Image Name,Blur Label
Original_570,1
Original_571,1
Original_572,-1
Original_573,-1
Original_574,-1
Original_575,-1
Original_576,1
Original_577,1
Original_578,1
Original_579,-1
Original_580,-1
Original_581,-1
Original_582,1
Original_583,1
Original_584,-1
Original_585,1
Original_586,1
Original_587,-1
Original_588,-1
Original_589,-1
Original_590,-1
Original_591,1
Original_592,1
Original_593,1
Original_594,1
Original_595,1
Original_596,1
Original_597,1
Original_598,1
Original_599,-1
Original_600,1
Original_601,1
Original_602,1
Original_603,1
Original_604,1
Original_605,1
Original_606,1
Original_607,1
Original_608,1
Original_609,1
Original_610,1
Original_611,1
Original_612,-1
Original_613,1
Original_614,1
Original_615,1
Original_616,-1
Original_617,-1
Original_618,1
Original_619,1
Original_620,-1
Original_621,-1
Original_622,-1
Original_623,-1
Original_624,-1
Original_625,-1
Original_626,-1
Original_627,-1
Original_628,1
Original_629,1
Original_630,1
Original_631,1
Original_632,1
Original_633,1
Original_634,1
Original_635,1
Original_636,1
Original_637,1
Original_638,1
Original_639,-1
Original_640,-1
Original_641,1
Original_642,1
Original_643,-1
Original_644,-1
Original_645,-1
Original_646,-1
Original_647,-1
Original_648,-1
Original_649,-1
Original_650,1
Original_651,1
Original_652,1
Original_653,1
Original_654,1
Original_655,1
Original_656,1
Original_657,1
Original_658,1
Original_659,1
Original_660,1
Original_661,1
Original_662,1
Original_663,-1
Original_664,1
Original_665,1
Original_666,-1
Original_667,1
Original_668,1
Original_669,-1
Original_670,1
Original_671,1
Original_672,-1
Original_673,-1
Original_674,1
Original_675,1
Original_676,1
Original_677,1
Original_678,1
Original_679,1
Original_680,1
Original_681,1
Original_682,1
Original_683,1
Original_684,1
Original_685,-1
Original_686,-1
Original_687,-1
Original_688,-1
Original_689,-1
Original_690,1
Original_691,1
Original_692,1
Original_693,1
Original_694,-1
Original_695,-1
Original_696,-1
Original_697,1
Original_698,-1
Original_699,-1
Original_700,-1
Original_701,-1
Original_702,-1
Original_703,1
Original_704,1
Original_705,1
Original_706,1
Original_707,-1
Original_708,-1
Original_709,-1
Original_710,1
Original_711,1
Original_712,-1
Original_713,-1
Original_714,-1
Original_715,-1
Original_716,-1
Original_717,1
Original_718,1
Original_719,1
Original_720,1
Original_721,1
Original_722,-1
Original_723,-1
Original_724,-1
Original_725,1
Original_726,1
Original_727,-1
Original_728,-1
Original_729,1
Original_730,1
Original_731,1
Original_732,1
Original_733,-1
Original_734,-1
Original_735,-1
Original_736,1
Original_737,1
Original_738,1
Original_739,-1
Original_740,-1
Original_741,-1
Original_742,-1
Original_743,-1
Original_744,-1
Original_745,-1
Original_746,-1
Original_747,-1
Original_748,-1
Original_749,-1
Original_750,-1
Original_751,-1
Original_752,-1
Original_753,1
Original_754,1
Original_755,1
Original_756,1
Original_757,1
Original_758,1
Original_759,1
Original_760,-1
Original_761,-1
Original_762,-1
Original_763,-1
Original_764,-1
Original_765,1
Original_766,-1
Original_767,-1
Original_768,-1
Original_769,-1
Original_770,-1
Original_771,-1
Original_772,-1
Original_773,-1
Original_774,-1
Original_775,-1
Original_776,1
Original_777,1
Original_778,1
Original_779,-1
Original_780,1
Original_781,-1
Original_782,1
Original_783,1
Original_784,1
Original_785,1
Original_786,1
Original_787,1
Original_788,1
Original_789,1
Original_790,1
Original_791,1
Original_792,1
Original_793,1
Original_794,1
Original_795,-1
Original_796,1
Original_797,1
Original_798,1
Original_799,1
Original_800,1
Original_801,1
Original_802,1
Original_803,1
Original_804,-1
Original_805,1
Original_806,-1
Original_807,1
Original_808,-1
Original_809,1
Original_810,1
Original_811,1
Original_812,1
Original_813,1
Original_814,1
Original_815,1
Original_816,-1
Original_817,-1
Original_818,-1
Original_819,-1
Original_820,-1
Original_821,-1
Original_822,-1
Original_823,-1
Original_824,-1
Original_825,-1
Original_826,-1
Original_827,-1
Original_828,-1
Original_829,-1
Original_830,-1
Original_831,-1
Original_832,-1
Original_833,-1
Original_834,-1
Original_835,-1
Original_836,-1
Original_837,-1
Original_838,-1
Original_839,-1
Original_840,1
Original_841,-1
Original_842,-1
Original_843,1
Original_844,1
Original_845,-1
Original_846,-1
Original_847,-1
Original_848,-1
Original_849,-1
Original_850,-1
Original_851,-1
Original_852,1
Original_853,1
Original_854,-1
Original_855,-1
Original_856,1
Original_857,1
Original_858,1
Original_859,1
Original_860,1
Original_861,1
Original_862,1
Original_863,1
Original_864,1
Original_865,1
Original_866,1
Original_867,1
Original_868,1
Original_869,1
Original_870,1
Original_871,1
Original_872,1
Original_873,1
Original_874,1
Original_875,1
Original_876,1
Original_877,1
Original_878,1
Original_879,-1
Original_880,1
Original_881,1
Original_882,1
Original_883,1
Original_884,-1
Original_885,1
Original_886,1
Original_887,1
Original_888,-1
Original_889,-1
Original_890,-1
Original_891,1
Original_892,1
Original_893,1
Original_894,1
Original_895,1
Original_896,1
Original_897,-1
Original_898,1
Original_899,-1
Original_900,1
Original_901,-1
Original_902,1
Original_903,1
Original_904,1
Original_905,1
Original_906,1
Original_907,1
Original_908,1
Original_909,1
Original_910,-1
Original_911,1
Original_912,-1
Original_913,-1
Original_914,1
Original_915,1
Original_916,-1
Original_917,-1
Original_918,1
Original_919,-1
Original_920,1
Original_921,1
Original_922,-1
Original_923,1
Original_924,-1
Original_925,-1
Original_926,1
Original_927,1
Original_928,1
Original_929,1
Original_930,-1
Original_931,-1
Original_932,1
Original_933,1
Original_934,-1
Original_935,1
Original_936,-1
Original_937,-1
Original_938,-1
Original_939,-1
Original_940,-1
Original_941,-1
Original_942,1
Original_943,1
Original_944,-1
Original_945,1
Original_946,-1
Original_947,1
Original_948,-1
Original_949,1
Original_950,1
Original_951,-1
Original_952,1
Original_953,-1
Original_954,1
Original_955,1
Original_956,1
Original_957,1
Original_958,1
Original_959,1
Original_960,1
Original_961,-1
Original_962,1
Original_963,-1
Original_964,1
Original_965,-1
Original_966,1
Original_967,1
Original_968,-1
Original_969,1
Original_970,1
Original_971,1
Original_972,1
Original_973,1
Original_974,1
Original_975,1
Original_976,-1
Original_977,1
Original_978,1
Original_979,1
Original_980,1
Original_981,1
Original_982,1
Original_983,1
Original_984,1
Original_985,1
Original_986,-1
Original_987,1
Original_988,-1
Original_989,-1
Original_990,-1
Original_991,-1
Original_992,-1
Original_993,-1
Original_994,-1
Original_995,-1
Original_996,-1
Original_997,-1
Original_998,-1
Original_999,-1
Original_1000,1
